vehicle_x,vehicle_y,vehicle_z
27.1706,-1.44729,0.00852963
27.22,-1.43425,0.00852754
27.2693,-1.42144,0.00852854
27.3187,-1.40865,0.00853545
27.3516,-1.4001,0.00853594
27.401,-1.38731,0.00853486
27.4504,-1.37463,0.00852739
27.4998,-1.36211,0.00852869
27.5492,-1.34947,0.0085302
27.5981,-1.33519,0.00853134
27.6469,-1.32036,0.00852779
27.6958,-1.30579,0.0085257
27.7448,-1.29156,0.00853382
27.7938,-1.27754,0.00852919
27.8429,-1.26353,0.00852707
27.8919,-1.2495,0.00853171
27.9409,-1.23551,0.00853624
27.99,-1.22163,0.00853351
28.039,-1.20767,0.00853228
28.0877,-1.19238,0.00853309
28.12,-1.18189,0.0085289
28.1685,-1.16625,0.00852842
28.2172,-1.15105,0.00852868
28.266,-1.13612,0.00852715
28.3147,-1.12093,0.00853172
28.3633,-1.10565,0.00852983
28.412,-1.09045,0.00853071
28.4608,-1.07542,0.00852622
28.5095,-1.06033,0.0085345
28.5578,-1.04417,0.00853386
28.606,-1.02763,0.00852953
28.6543,-1.0112,0.00852736
28.7027,-0.994986,0.00852903
28.7511,-0.978921,0.00853469
28.7995,-0.962877,0.00852888
28.8479,-0.946804,0.00852769
28.8802,-0.936093,0.0085347
28.9286,-0.92007,0.00853115
28.977,-0.904134,0.00852762
29.0255,-0.888141,0.00853308
29.0735,-0.871232,0.0085342
29.1215,-0.853897,0.00853243
29.1695,-0.836675,0.00853018
29.2177,-0.819852,0.00853171
29.2658,-0.803122,0.00852896
29.314,-0.786313,0.00853358
29.3621,-0.769445,0.00853227
29.4103,-0.752605,0.00852727
29.4584,-0.735836,0.00852747
29.5065,-0.718978,0.0085347
29.5544,-0.701403,0.00852666
29.6022,-0.683727,0.00852906
29.6342,-0.672007,0.00853469
29.6821,-0.654513,0.00852973
29.73,-0.637121,0.0085291
29.778,-0.619717,0.00853307
29.8259,-0.602241,0.00852585
29.8738,-0.584783,0.00853187
29.9217,-0.567376,0.00853018
29.9697,-0.550008,0.00852752
30.0176,-0.532579,0.0085285
30.0653,-0.514677,0.00853052
30.113,-0.496622,0.00853517
30.1608,-0.478641,0.00852635
30.2085,-0.460762,0.00852889
30.2563,-0.442915,0.00852842
30.3041,-0.425044,0.00853264
30.3518,-0.407148,0.00852905
30.3837,-0.395216,0.00852967
30.4314,-0.377327,0.00853264
30.4792,-0.359457,0.00852906
30.527,-0.341595,0.00853453
30.5746,-0.323525,0.00853055
30.6222,-0.305254,0.00853228
30.6699,-0.287015,0.00852636
30.7175,-0.268856,0.00852889
30.7652,-0.250721,0.00853469
30.8129,-0.232557,0.00853564
30.8605,-0.214358,0.00853453
30.9081,-0.196142,0.00852868
30.9558,-0.177922,0.00853367
31.0034,-0.159699,0.00852918
31.051,-0.141479,0.00853307
31.0987,-0.123246,0.00853478
31.1304,-0.111081,0.00853115
31.178,-0.0928166,0.00853451
31.2256,-0.0745345,0.00852889
31.2732,-0.0562351,0.00853469
31.3208,-0.0379175,0.00852666
31.3684,-0.0195769,0.00853115
31.416,-0.00121136,0.00853019
31.4636,0.017182,0.00853171
31.5111,0.0355633,0.00853204
31.5588,0.0537158,0.00853053
31.6065,0.0718092,0.00853228
31.6542,0.0899638,0.00853562
31.7018,0.108196,0.0085338
31.7494,0.12647,0.00853229
31.797,0.144761,0.00853051
31.8446,0.16307,0.00852767
31.8763,0.175294,0.00852878
31.9239,0.193666,0.00853316
31.9715,0.212089,0.00852906
32.019,0.23048,0.00852882
32.0668,0.248405,0.00852974
32.1146,0.266198,0.00853172
32.1623,0.284099,0.00853018
32.21,0.302137,0.00852753
32.2577,0.320244,0.00853234
32.3054,0.338365,0.00853052
32.353,0.356502,0.00852682
32.4007,0.374683,0.00852846
32.4483,0.392931,0.00853387
32.4959,0.41125,0.00852867
32.5435,0.429639,0.00852881
32.5913,0.447441,0.00852889
32.6233,0.458924,0.00853227
32.6713,0.476172,0.00853051
32.7191,0.493869,0.00853521
32.7668,0.511844,0.00853332
32.8147,0.529623,0.00853585
32.8625,0.547323,0.00853135
32.9103,0.565111,0.00853193
32.958,0.583042,0.00852691
33.0057,0.601087,0.00853521
33.0535,0.619041,0.00853308
33.1016,0.636018,0.00852906
33.1498,0.652714,0.00853307
33.1979,0.669608,0.00853368
33.2459,0.686772,0.00852919
33.2939,0.704061,0.00853308
33.3259,0.715591,0.00852889
33.3738,0.7329,0.00853228
33.4218,0.750238,0.00852636
33.4697,0.767676,0.00852889
33.5177,0.784994,0.00853468
33.5662,0.801068,0.00852973
33.6146,0.816884,0.00853469
33.663,0.833057,0.00852869
33.7112,0.84967,0.00853381
33.7594,0.866322,0.00853229
33.8076,0.882904,0.0085265
33.8559,0.8995,0.00853038
33.904,0.916213,0.0085347
33.9522,0.93307,0.00852973
34.0002,0.950056,0.00852918
34.0484,0.966884,0.00852881
34.0809,0.977177,0.00852737
34.1296,0.992219,0.0085346
34.1783,1.00732,0.00852723
34.2268,1.023,0.0085292
34.2752,1.03901,0.00853548
34.3237,1.05481,0.00853053
34.3722,1.07055,0.00853229
34.4207,1.08643,0.00852738
34.4691,1.10252,0.00852907
34.5174,1.11877,0.00853308
34.5659,1.13485,0.00852904
34.6148,1.14923,0.00853354
34.6639,1.16312,0.00852959
34.7129,1.17734,0.00852715
34.7617,1.19201,0.00853173
34.8105,1.20688,0.00852921
34.843,1.2168,0.00853189
34.8918,1.23169,0.00853377
34.9405,1.24662,0.00852914
34.9893,1.2617,0.00853308
35.038,1.27672,0.00852906
35.0873,1.29001,0.00853205
35.1367,1.30273,0.00852894
35.186,1.31573,0.00852773
35.2352,1.32915,0.00852776
35.2843,1.34283,0.00852674
35.3334,1.35656,0.00852602
35.3825,1.3703,0.00853021
35.4316,1.38413,0.00853172
35.4807,1.39814,0.00852897
35.5296,1.41235,0.00852974
35.5787,1.42646,0.00853171
35.6118,1.43458,0.00853448
35.6615,1.44588,0.00853052
35.7113,1.4571,0.00853442
35.7607,1.46924,0.00852775
35.8101,1.48209,0.00853391
35.8595,1.49464,0.00853035
35.909,1.50688,0.00853388
35.9585,1.51928,0.00852652
36.0079,1.53205,0.00852908
36.0573,1.54476,0.00853171
36.1073,1.55532,0.00853627
36.1573,1.56511,0.00853286
36.2073,1.5752,0.00852874
36.2572,1.58578,0.00852906
36.307,1.59672,0.00853447
36.3568,1.60774,0.00853341
36.39,1.61509,0.00853053
36.4397,1.62618,0.00853229
36.4895,1.63743,0.00853051
36.5392,1.64891,0.00853522
36.5893,1.65874,0.00852873
36.6398,1.6664,0.00853453
36.6901,1.67438,0.00853442
36.7402,1.68357,0.00853091
36.7903,1.69317,0.00853404
36.8404,1.70265,0.00852547
