vehicle_x,vehicle_y,vehicle_z
3.82433,1.38474,0.00869233
3.84564,1.39087,0.00864453
3.86587,1.39668,0.00858421
3.8851,1.40219,0.00855223
3.89739,1.4057,0.00855168
3.91514,1.41077,0.00855138
3.9319,1.41554,0.00846795
3.95332,1.42163,0.00846891
3.98556,1.43076,0.00846944
4.02423,1.44168,0.00846944
4.06167,1.45212,0.00846912
4.09728,1.46197,0.00846855
4.13115,1.47125,0.00846785
4.16334,1.48001,0.0085307
4.19395,1.48827,0.00856232
4.22305,1.49607,0.00856158
4.25072,1.50344,0.00856103
4.27702,1.51041,0.00856058
4.30202,1.51699,0.00858324
4.32579,1.5232,0.0085962
4.34101,1.52716,0.0085964
4.36259,1.53275,0.00858405
4.3836,1.53815,0.00855589
4.40319,1.54315,0.0085549
4.4218,1.54786,0.00855406
4.44411,1.55345,0.00855436
4.47686,1.56157,0.00855513
4.51689,1.57141,0.0085554
4.55566,1.58083,0.0084679
4.59253,1.58969,0.0084676
4.62758,1.59805,0.00846761
4.6609,1.60592,0.00846746
4.69256,1.61336,0.00853155
4.72266,1.62037,0.00855956
4.75126,1.62701,0.00855879
4.77845,1.63328,0.00855802
4.79573,1.63725,0.00855736
4.82083,1.643,0.00855677
4.84485,1.64847,0.00855611
4.86766,1.65365,0.00855554
4.88933,1.65855,0.00846767
4.90989,1.66318,0.00846757
4.92939,1.66755,0.00846754
4.95194,1.67259,0.00849554
4.98464,1.67987,0.0085614
5.02517,1.68884,0.00856132
5.06495,1.69746,0.0085606
5.10282,1.7055,0.00855997
5.13884,1.71301,0.00855938
5.17309,1.72004,0.00855878
5.20566,1.72663,0.00855806
5.23662,1.73281,0.00855726
5.25641,1.73672,0.00855665
5.28502,1.74233,0.00855579
5.31238,1.74764,0.0085549
5.33838,1.75264,0.0085541
5.36308,1.75735,0.00855349
5.38654,1.76179,0.00847506
5.4088,1.76597,0.00846799
5.42992,1.76991,0.00846849
5.4544,1.77443,0.00846869
5.48941,1.78086,0.00846834
5.53139,1.78848,0.00846766
5.57201,1.79571,0.00856108
5.61066,1.80248,0.0085619
5.6474,1.80882,0.00856114
5.68233,1.81476,0.00856054
5.71554,1.82033,0.00856002
5.73673,1.82386,0.00855954
5.76707,1.82886,0.00857759
5.79608,1.83358,0.00857606
5.82364,1.83802,0.00855652
5.84983,1.84219,0.00855557
5.87471,1.8461,0.00855465
5.89833,1.84977,0.00855385
5.92076,1.85321,0.00855328
5.94206,1.85643,0.00846882
5.96634,1.86004,0.008468
6.00082,1.86512,0.00846819
6.04303,1.87126,0.00846796
6.08431,1.87709,0.00846757
6.12357,1.88246,0.00855462
6.1609,1.88743,0.00856066
6.19637,1.89204,0.00855985
6.21905,1.89493,0.00855931
6.25146,1.89899,0.00855869
6.28245,1.9028,0.00855801
6.3119,1.90635,0.00855724
6.33988,1.90967,0.00855648
6.36644,1.91277,0.00855571
6.39167,1.91568,0.00855499
6.41562,1.91839,0.00855442
6.43836,1.92093,0.00846922
6.46413,1.92375,0.00846775
6.50024,1.92765,0.00846772
6.54375,1.93224,0.00846739
6.58586,1.93653,0.00856059
6.6259,1.94049,0.0085598
6.66395,1.94415,0.00855901
6.70012,1.94753,0.00855829
6.72314,1.94964,0.00855769
6.75618,1.95261,0.00855719
6.78776,1.95538,0.00855652
6.81776,1.95795,0.00855582
6.84626,1.96033,0.00855519
6.87332,1.96253,0.00850352
6.89901,1.96456,0.00846762
6.92338,1.96643,0.00846781
6.94649,1.96815,0.0084678
6.97239,1.96999,0.00846756
7.0084,1.97249,0.00856123
7.05231,1.97544,0.00856207
7.0953,1.97814,0.00856129
7.13618,1.98053,0.00856068
7.17503,1.98265,0.00856014
7.21194,1.98455,0.00857388
7.23553,1.9857,0.00858342
7.26924,1.98726,0.00858177
7.30146,1.98868,0.00855696
7.33206,1.98995,0.00855546
7.36112,1.9911,0.00855451
7.38871,1.99212,0.00855369
7.4149,1.99305,0.00855312
7.43976,1.99387,0.0084681
7.46763,1.99472,0.00846809
7.50589,1.99581,0.0084683
7.55131,1.99698,0.00846809
7.59525,1.99795,0.0084677
7.63701,1.99874,0.00851764
7.67667,1.99937,0.00856099
7.71435,1.99987,0.00856014
7.75014,2.00025,0.0085594
7.77296,2.00045,0.00855883
7.80563,2.00068,0.00855813
7.83684,2.00082,0.00855728
7.86648,2.0009,0.00855648
7.89462,2.0009,0.00855569
7.92132,2.00084,0.00855495
7.94667,2.00071,0.00855437
7.9749,2.00047,0.0084748
8.0134,2.00007,0.00846754
8.05929,1.99948,0.00846741
8.10367,1.99871,0.00855204
8.14584,1.99784,0.00855903
8.1859,1.99689,0.00855826
8.22396,1.99587,0.00855755
8.2601,1.99479,0.00855701
8.29441,1.99368,0.00855647
8.31625,1.99292,0.00855599
8.34754,1.99177,0.00846799
8.37742,1.9906,0.00846746
8.40577,1.9894,0.00846738
8.43266,1.98818,0.00854966
8.4623,1.98672,0.00855926
8.50208,1.98469,0.00855978
8.54937,1.98214,0.00855968
8.5954,1.97947,0.0085589
8.63914,1.97675,0.00855817
8.68068,1.97401,0.00855746
8.72013,1.97128,0.00855678
8.75759,1.96858,0.00855601
8.79316,1.96591,0.00855526
8.82692,1.9633,0.00855462
8.85897,1.96074,0.00846991
8.87942,1.95907,0.00846765
8.9086,1.95662,0.00846796
8.93645,1.95423,0.00846806
8.96724,1.95149,0.00846788
9.00836,1.94773,0.00846737
9.05642,1.9432,0.00856251
9.10289,1.93865,0.0085616
9.14704,1.93419,0.0085609
9.18897,1.92983,0.0085603
9.22878,1.92558,0.0085596
9.26659,1.92146,0.008575
9.30248,1.91745,0.00856924
9.33655,1.91357,0.00855642
9.36888,1.90982,0.00855544
9.39957,1.90618,0.0085545
9.42868,1.90265,0.0085537
9.44724,1.90036,0.00855325
9.47778,1.89651,0.00849044
9.51858,1.89125,0.0084677
9.56672,1.88491,0.00846777
9.61325,1.87859,0.00846766
9.65743,1.87245,0.00846741
9.69937,1.86649,0.00856012
9.73919,1.86072,0.00855948
9.77698,1.85513,0.0085587
9.81286,1.84974,0.00855789
9.8469,1.84453,0.00855707
9.87921,1.83951,0.00855631
9.90986,1.83466,0.00855563
9.93893,1.82997,0.00850975
9.97065,1.82475,0.00846751
10.0123,1.81778,0.00846741
10.045,1.81225,0.00853364
10.093,1.80398,0.00855979
10.1389,1.79593,0.00855894
10.1825,1.78816,0.00855817
10.2239,1.78066,0.00855745
10.2632,1.77345,0.00855683
10.3005,1.76651,0.00855615
10.3359,1.75984,0.00855551
10.3694,1.75343,0.00846909
10.4013,1.74727,0.00846761
10.4315,1.74135,0.00846767
10.4601,1.73565,0.00846755
10.4912,1.72932,0.00851851
10.5323,1.72086,0.00856158
10.5809,1.71069,0.00856149
10.6128,1.70395,0.0085609
10.6589,1.6941,0.00856034
10.7024,1.68469,0.0085597
10.7437,1.67567,0.00855892
10.7829,1.66702,0.00855799
10.8201,1.65875,0.00855709
10.8555,1.65083,0.00855612
10.889,1.64325,0.00855515
10.9207,1.63601,0.00855425
10.9509,1.62908,0.00855352
10.9839,1.62142,0.00855394
11.0269,1.61132,0.00846753
11.0766,1.59954,0.00846763
11.1248,1.58792,0.00846756
11.1707,1.5767,0.00846736
11.2143,1.56593,0.0085592
11.2421,1.559,0.00855925
11.2822,1.54889,0.00855854
11.3201,1.53927,0.00855769
11.3561,1.53005,0.00855687
11.3902,1.52123,0.00855613
11.4225,1.51279,0.00854067
