desired_x,desired_y,desired_z
1.65951,0.737765,0
1.66951,0.741131,0
1.67951,0.744479,0
1.68951,0.747808,0
1.69951,0.751118,0
1.70951,0.754409,0
1.71951,0.757682,0
1.72951,0.760936,0
1.73951,0.76417,0
1.66436,0.7394,0
1.67436,0.742757,0
1.68436,0.746096,0
1.69436,0.749415,0
1.70436,0.752717,0
1.71436,0.755999,0
1.72436,0.759262,0
1.73436,0.762507,0
1.74436,0.765732,0
1.75436,0.768938,0
1.67921,0.744378,0
1.68921,0.747708,0
1.69921,0.751019,0
1.70921,0.754311,0
1.71921,0.757584,0
1.72921,0.760838,0
1.73921,0.764073,0
1.74921,0.767289,0
1.75921,0.770486,0
1.76921,0.773664,0
1.69406,0.749316,0
1.70406,0.752617,0
1.71406,0.7559,0
1.72406,0.759164,0
1.73406,0.762409,0
1.74406,0.765635,0
1.75406,0.768842,0
1.76406,0.77203,0
1.77406,0.775198,0
1.78406,0.778347,0
1.70891,0.754212,0
1.71891,0.757486,0
1.72891,0.76074,0
1.73891,0.763976,0
1.74891,0.767193,0
1.75891,0.77039,0
1.76891,0.773568,0
1.77891,0.776727,0
1.78891,0.779867,0
1.79891,0.782987,0
1.72376,0.759066,0
1.73376,0.762312,0
1.74376,0.765538,0
1.75376,0.768746,0
1.76376,0.771934,0
1.77376,0.775103,0
1.78376,0.778252,0
1.79376,0.781382,0
1.80376,0.784493,0
1.81376,0.787584,0
1.7386,0.763879,0
1.7486,0.767096,0
1.7586,0.770294,0
1.7686,0.773473,0
1.7786,0.776633,0
1.7886,0.779773,0
1.7986,0.782893,0
1.8086,0.785994,0
1.8186,0.789075,0
1.8286,0.792137,0
1.75345,0.76865,0
1.76345,0.771838,0
1.77345,0.775008,0
1.78345,0.778158,0
1.79345,0.781288,0
1.80345,0.784399,0
1.81345,0.787491,0
1.82345,0.790563,0
1.83345,0.793615,0
1.84345,0.796647,0
1.76335,0.771806,0
1.77335,0.774976,0
1.78335,0.778126,0
1.79335,0.781257,0
1.80335,0.784368,0
1.81335,0.78746,0
1.82335,0.790532,0
1.83335,0.793584,0
1.84335,0.796617,0
1.85335,0.799629,0
1.77821,0.776507,0
1.78821,0.779647,0
1.79821,0.782769,0
1.80821,0.785871,0
1.81821,0.788953,0
1.82821,0.792015,0
1.83821,0.795058,0
1.84821,0.79808,0
1.85821,0.801083,0
1.86821,0.804066,0
1.79306,0.781165,0
1.80306,0.784277,0
1.81306,0.787369,0
1.82306,0.790441,0
1.83306,0.793494,0
1.84306,0.796527,0
1.85306,0.79954,0
1.86306,0.802533,0
1.87306,0.805506,0
1.88306,0.808459,0
1.80791,0.78578,0
1.81791,0.788863,0
1.82791,0.791926,0
1.83791,0.794969,0
1.84791,0.797992,0
1.85791,0.800996,0
1.86791,0.803979,0
1.87791,0.806942,0
1.88791,0.809885,0
1.89791,0.812808,0
1.82276,0.790351,0
1.83276,0.793404,0
1.84276,0.796438,0
1.85276,0.799451,0
1.86276,0.802445,0
1.87276,0.805418,0
1.88276,0.808372,0
1.89276,0.811305,0
1.90276,0.814218,0
1.91276,0.817111,0
1.83761,0.794878,0
1.84761,0.797902,0
1.85761,0.800906,0
1.86761,0.803889,0
1.87761,0.806853,0
1.88761,0.809797,0
1.89761,0.81272,0
1.90761,0.815623,0
1.91761,0.818506,0
1.92761,0.821368,0
1.85246,0.799361,0
1.86246,0.802355,0
1.87246,0.805329,0
1.88246,0.808283,0
1.89246,0.811217,0
1.90246,0.814131,0
1.91246,0.817024,0
1.92246,0.819897,0
1.93246,0.822749,0
1.94246,0.825581,0
1.86731,0.8038,0
1.87731,0.806765,0
1.88731,0.809709,0
1.89731,0.812633,0
1.90731,0.815537,0
1.91731,0.81842,0
1.92731,0.821283,0
1.93731,0.824125,0
1.94731,0.826947,0
1.95731,0.829748,0
1.88216,0.808195,0
1.89216,0.81113,0
1.90216,0.814044,0
1.91216,0.816938,0
1.92216,0.819811,0
1.93216,0.822664,0
1.94216,0.825496,0
1.95216,0.828308,0
1.96216,0.831099,0
1.97216,0.833869,0
1.89701,0.812545,0
1.90701,0.81545,0
1.91701,0.818334,0
1.92701,0.821197,0
1.93701,0.82404,0
1.94701,0.826862,0
1.95701,0.829664,0
1.96701,0.832445,0
1.97701,0.835205,0
1.98701,0.837944,0
1.91186,0.816851,0
1.92186,0.819725,0
1.93186,0.822579,0
1.94186,0.825412,0
1.95186,0.828224,0
1.96186,0.831015,0
1.97186,0.833786,0
1.98186,0.836536,0
1.99186,0.839265,0
2.00186,0.841974,0
1.92671,0.821112,0
1.93671,0.823955,0
1.94671,0.826778,0
1.95671,0.82958,0
1.96671,0.832362,0
1.97671,0.835123,0
1.98671,0.837863,0
1.99671,0.840582,0
2.00671,0.843279,0
2.01671,0.845956,0
1.94156,0.825327,0
1.95156,0.82814,0
1.96156,0.830932,0
1.97156,0.833704,0
1.98156,0.836454,0
1.99156,0.839184,0
2.00156,0.841893,0
2.01156,0.84458,0
2.02156,0.847247,0
2.03156,0.849892,0
1.95641,0.829497,0
1.96641,0.832279,0
1.97641,0.83504,0
1.98641,0.837781,0
1.99641,0.8405,0
2.00641,0.843199,0
2.01641,0.845876,0
2.02641,0.848533,0
2.03641,0.851168,0
2.04641,0.853782,0
1.97126,0.833621,0
1.98126,0.836372,0
1.99126,0.839103,0
2.00126,0.841812,0
2.01126,0.8445,0
2.02126,0.847168,0
2.03126,0.849814,0
2.04126,0.852438,0
2.05126,0.855042,0
2.06126,0.857624,0
1.98611,0.837699,0
1.99611,0.840419,0
2.00611,0.843119,0
2.01611,0.845797,0
2.02611,0.848454,0
2.03611,0.851089,0
2.04611,0.853704,0
2.05611,0.856297,0
2.06611,0.858869,0
2.07611,0.861419,0
2.00096,0.841731,0
2.01096,0.84442,0
2.02096,0.847088,0
2.03096,0.849735,0
2.04096,0.85236,0
2.05096,0.854964,0
2.06096,0.857547,0
2.07096,0.860108,0
2.08096,0.862648,0
2.09096,0.865166,0
2.01086,0.844394,0
2.02086,0.847062,0
2.03086,0.849709,0
2.04086,0.852334,0
2.05086,0.854938,0
2.06086,0.857521,0
2.07086,0.860083,0
2.08086,0.862623,0
2.09086,0.865141,0
2.10086,0.867638,0
2.02572,0.848349,0
2.03572,0.850985,0
2.04572,0.8536,0
2.05572,0.856194,0
2.06572,0.858767,0
2.07572,0.861318,0
2.08572,0.863848,0
2.09572,0.866356,0
2.10572,0.868842,0
2.11572,0.871306,0
2.04057,0.852258,0
2.05057,0.854862,0
2.06057,0.857446,0
2.07057,0.860008,0
2.08057,0.862549,0
2.09057,0.865068,0
2.10057,0.867565,0
2.11057,0.870041,0
2.12057,0.872495,0
2.13057,0.874927,0
2.05542,0.856118,0
2.06542,0.858692,0
2.07542,0.861243,0
2.08542,0.863774,0
2.09542,0.866282,0
2.10542,0.868769,0
2.11542,0.871234,0
2.12542,0.873678,0
2.13542,0.876099,0
2.14542,0.878499,0
2.07027,0.859932,0
2.08027,0.862473,0
2.09027,0.864993,0
2.10027,0.867491,0
2.11027,0.869968,0
2.12027,0.872422,0
2.13027,0.874855,0
2.14027,0.877266,0
2.15027,0.879655,0
2.16027,0.882022,0
2.08512,0.863699,0
2.09512,0.866208,0
2.10512,0.868695,0
2.11512,0.871161,0
2.12512,0.873605,0
2.13512,0.876028,0
2.14512,0.878428,0
2.15512,0.880806,0
2.16512,0.883163,0
2.17512,0.885497,0
2.09998,0.867417,0
2.10998,0.869894,0
2.11998,0.87235,0
2.12998,0.874783,0
2.13998,0.877195,0
2.14998,0.879585,0
2.15998,0.881952,0
2.16998,0.884298,0
2.17998,0.886621,0
2.18998,0.888923,0
2.11483,0.871088,0
2.12483,0.873533,0
2.13483,0.875956,0
2.14483,0.878357,0
2.15483,0.880736,0
2.16483,0.883093,0
2.17483,0.885428,0
2.18483,0.887741,0
2.19483,0.890031,0
2.20483,0.8923,0
2.12968,0.874711,0
2.13968,0.877124,0
2.14968,0.879514,0
2.15968,0.881882,0
2.16968,0.884229,0
2.17968,0.886553,0
2.18968,0.888855,0
2.19968,0.891135,0
2.20968,0.893392,0
2.21968,0.895627,0
2.14453,0.878286,0
2.15453,0.880666,0
2.16453,0.883023,0
2.17453,0.885359,0
2.18453,0.887673,0
2.19453,0.889964,0
2.20453,0.892233,0
2.21453,0.89448,0
2.22453,0.896704,0
2.23453,0.898906,0
2.15938,0.881813,0
2.16938,0.884159,0
2.17938,0.886484,0
2.18938,0.888787,0
2.19938,0.891068,0
2.20938,0.893326,0
2.21938,0.895562,0
2.22938,0.897775,0
2.23938,0.899966,0
2.24938,0.902135,0
2.17424,0.88529,0
2.18424,0.887604,0
2.19424,0.889896,0
2.20424,0.892166,0
2.21424,0.894413,0
2.22424,0.896638,0
2.23424,0.898841,0
2.24424,0.901021,0
2.25424,0.903179,0
2.26424,0.905314,0
2.18909,0.888719,0
2.19909,0.891,0
2.20909,0.893259,0
2.21909,0.895496,0
2.22909,0.89771,0
2.23909,0.899902,0
2.24909,0.902071,0
2.25909,0.904218,0
2.26909,0.906342,0
2.27909,0.908443,0
2.20394,0.892099,0
2.21394,0.894347,0
2.22394,0.896573,0
2.23394,0.898776,0
2.24394,0.900957,0
2.25394,0.903115,0
2.26394,0.905251,0
2.27394,0.907364,0
2.28394,0.909455,0
2.29394,0.911522,0
2.21879,0.89543,0
2.22879,0.897645,0
2.23879,0.899837,0
2.24879,0.902007,0
2.25879,0.904155,0
2.26879,0.906279,0
2.27879,0.908381,0
2.28879,0.910461,0
2.29879,0.912517,0
2.30879,0.914551,0
2.23365,0.898712,0
2.24365,0.900893,0
2.25365,0.903052,0
2.26365,0.905189,0
2.27365,0.907302,0
2.28365,0.909393,0
2.29365,0.911462,0
2.30365,0.913507,0
2.31365,0.91553,0
2.32365,0.91753,0
2.24355,0.900872,0
2.25355,0.903031,0
2.26355,0.905168,0
2.27355,0.907282,0
2.28355,0.909373,0
2.29355,0.911441,0
2.30355,0.913487,0
2.31355,0.91551,0
2.32355,0.91751,0
2.33355,0.919487,0
2.2584,0.904071,0
2.2684,0.906197,0
2.2784,0.9083,0
2.2884,0.91038,0
2.2984,0.912437,0
2.3084,0.914472,0
2.3184,0.916484,0
2.3284,0.918473,0
2.3384,0.920439,0
2.3484,0.922382,0
2.27326,0.907221,0
2.28326,0.909313,0
2.29326,0.911382,0
2.30326,0.913428,0
2.31326,0.915452,0
2.32326,0.917453,0
2.33326,0.91943,0
2.34326,0.921385,0
2.35326,0.923317,0
2.36326,0.925226,0
2.28812,0.910321,0
2.29812,0.912379,0
2.30812,0.914414,0
2.31812,0.916427,0
2.32812,0.918416,0
2.33812,0.920383,0
2.34812,0.922326,0
2.35812,0.924247,0
2.36812,0.926144,0
2.37812,0.928019,0
2.30297,0.91337,0
2.31297,0.915394,0
2.32297,0.917395,0
2.33297,0.919374,0
2.34297,0.921329,0
2.35297,0.923261,0
2.36297,0.925171,0
2.37297,0.927057,0
2.38297,0.92892,0
2.39297,0.93076,0
2.31782,0.916368,0
2.32782,0.918358,0
2.33782,0.920326,0
2.34782,0.92227,0
2.35782,0.924191,0
2.36782,0.926089,0
2.37782,0.927964,0
2.38782,0.929816,0
2.39782,0.931644,0
2.40782,0.933449,0
2.33268,0.919316,0
2.34268,0.921272,0
2.35268,0.923205,0
2.36268,0.925115,0
2.37268,0.927002,0
2.38268,0.928866,0
2.39268,0.930706,0
2.40268,0.932523,0
2.41268,0.934317,0
2.42268,0.936088,0
2.34753,0.922214,0
2.35753,0.924135,0
2.36753,0.926034,0
2.37753,0.92791,0
2.38753,0.929762,0
2.39753,0.931591,0
2.40753,0.933397,0
2.41753,0.93518,0
2.42753,0.936939,0
2.43753,0.938675,0
2.36239,0.92506,0
2.37239,0.926948,0
2.38239,0.928812,0
2.39239,0.930653,0
2.40239,0.932471,0
2.41239,0.934266,0
2.42239,0.936037,0
2.43239,0.937785,0
2.44239,0.939509,0
2.45239,0.94121,0
2.37724,0.927856,0
2.38724,0.929709,0
2.39724,0.931539,0
2.40724,0.933345,0
2.41724,0.935128,0
2.42724,0.936888,0
2.43724,0.938625,0
2.44724,0.940338,0
2.45724,0.942027,0
2.46724,0.943693,0
2.3921,0.9306,0
2.4021,0.932419,0
2.4121,0.934214,0
2.4221,0.935986,0
2.4321,0.937734,0
2.4421,0.939459,0
2.4521,0.941161,0
2.4621,0.942839,0
2.4721,0.944493,0
2.4821,0.946124,0
2.40695,0.933293,0
2.41695,0.935077,0
2.42695,0.936838,0
2.43695,0.938575,0
2.44695,0.940288,0
2.45695,0.941978,0
2.46695,0.943645,0
2.47695,0.945288,0
2.48695,0.946907,0
2.49695,0.948503,0
2.42181,0.935935,0
2.43181,0.937684,0
2.44181,0.93941,0
2.45181,0.941112,0
2.46181,0.942791,0
2.47181,0.944446,0
2.48181,0.946077,0
2.49181,0.947685,0
2.50181,0.949269,0
2.51181,0.95083,0
2.43666,0.938525,0
2.44666,0.940239,0
2.45666,0.94193,0
2.46666,0.943597,0
2.47666,0.945241,0
2.48666,0.946861,0
2.49666,0.948457,0
2.50666,0.95003,0
2.51666,0.951579,0
2.52666,0.953104,0
2.45152,0.941063,0
2.46152,0.942743,0
2.47152,0.944398,0
2.48152,0.946031,0
2.49152,0.947639,0
2.50152,0.949224,0
2.51152,0.950785,0
2.52152,0.952322,0
2.53152,0.953836,0
2.54152,0.955326,0
2.46638,0.94355,0
2.47638,0.945194,0
2.48638,0.946815,0
2.49638,0.948412,0
2.50638,0.949985,0
2.51638,0.951535,0
2.52638,0.95306,0
2.53638,0.954562,0
2.54638,0.956041,0
2.55638,0.957495,0
2.47628,0.945178,0
2.48628,0.946799,0
2.49628,0.948397,0
2.50628,0.94997,0
2.51628,0.95152,0
2.52628,0.953046,0
2.53628,0.954548,0
2.54628,0.956027,0
2.55628,0.957481,0
2.56628,0.958912,0
2.49114,0.947578,0
2.50114,0.949164,0
2.51114,0.950726,0
2.52114,0.952264,0
2.53114,0.953779,0
2.54114,0.955269,0
2.55114,0.956736,0
2.56114,0.958179,0
2.57114,0.959598,0
2.58114,0.960993,0
2.506,0.949926,0
2.516,0.951476,0
2.526,0.953003,0
2.536,0.954506,0
2.546,0.955985,0
2.556,0.95744,0
2.566,0.958871,0
2.576,0.960279,0
2.586,0.961662,0
2.596,0.963021,0
2.52086,0.952221,0
2.53086,0.953737,0
2.54086,0.955228,0
2.55086,0.956695,0
2.56086,0.958139,0
2.57086,0.959558,0
2.58086,0.960954,0
2.59086,0.962325,0
2.60086,0.963673,0
2.61086,0.964996,0
2.53572,0.954464,0
2.54572,0.955944,0
2.55572,0.957399,0
2.56572,0.958831,0
2.57572,0.960239,0
2.58572,0.961623,0
2.59572,0.962983,0
2.60572,0.964319,0
2.61572,0.96563,0
2.62572,0.966918,0
2.55057,0.956654,0
2.56057,0.958098,0
2.57057,0.959518,0
2.58057,0.960914,0
2.59057,0.962287,0
2.60057,0.963635,0
2.61057,0.964959,0
2.62057,0.966259,0
2.63057,0.967535,0
2.64057,0.968786,0
2.56543,0.958791,0
2.57543,0.960199,0
2.58543,0.961584,0
2.59543,0.962945,0
2.60543,0.964281,0
2.61543,0.965593,0
2.62543,0.966882,0
2.63543,0.968146,0
2.64543,0.969385,0
2.65543,0.970601,0
2.58029,0.960875,0
2.59029,0.962248,0
2.60029,0.963597,0
2.61029,0.964922,0
2.62029,0.966222,0
2.63029,0.967499,0
2.64029,0.968751,0
2.65029,0.969979,0
2.66029,0.971183,0
2.67029,0.972362,0
2.59515,0.962906,0
2.60515,0.964244,0
2.61515,0.965557,0
2.62515,0.966845,0
2.63515,0.96811,0
2.64515,0.969351,0
2.65515,0.970567,0
2.66515,0.971759,0
2.67515,0.972927,0
2.68515,0.97407,0
2.61001,0.964885,0
2.62001,0.966186,0
2.63001,0.967463,0
2.64001,0.968716,0
2.65001,0.969945,0
2.66001,0.971149,0
2.67001,0.972329,0
2.68001,0.973485,0
2.69001,0.974617,0
2.70001,0.975724,0
2.62487,0.966809,0
2.63487,0.968075,0
2.64487,0.969316,0
2.65487,0.970533,0
2.66487,0.971726,0
2.67487,0.972894,0
2.68487,0.974038,0
2.69487,0.975158,0
2.70487,0.976253,0
2.71487,0.977324,0
2.63973,0.968681,0
2.64973,0.96991,0
2.65973,0.971116,0
2.66973,0.972297,0
2.67973,0.973453,0
2.68973,0.974585,0
2.69973,0.975693,0
2.70973,0.976777,0
2.71973,0.977836,0
2.72973,0.978871,0
2.65459,0.970499,0
2.66459,0.971693,0
2.67459,0.972862,0
2.68459,0.974006,0
2.69459,0.975127,0
2.70459,0.976223,0
2.71459,0.977295,0
2.72459,0.978342,0
2.73459,0.979365,0
2.74459,0.980363,0
2.66945,0.972264,0
2.67945,0.973421,0
2.68945,0.974554,0
2.69945,0.975663,0
2.70945,0.976747,0
2.71945,0.977807,0
2.72945,0.978842,0
2.73945,0.979853,0
2.74945,0.980839,0
2.75945,0.981801,0
2.68431,0.973975,0
2.69431,0.975096,0
2.70431,0.976193,0
2.71431,0.977265,0
2.72431,0.978313,0
2.73431,0.979336,0
2.74431,0.980335,0
2.75431,0.98131,0
2.76431,0.98226,0
2.77431,0.983185,0
2.69917,0.975632,0
2.70917,0.976717,0
2.71917,0.977777,0
2.72917,0.978813,0
2.73917,0.979825,0
2.74917,0.980812,0
2.75917,0.981774,0
2.76917,0.982712,0
2.77917,0.983626,0
2.78917,0.984515,0
2.70907,0.976707,0
2.71907,0.977768,0
2.72907,0.978804,0
2.73907,0.979816,0
2.74907,0.980803,0
2.75907,0.981766,0
2.76907,0.982704,0
2.77907,0.983617,0
2.78907,0.984506,0
2.79907,0.985371,0
2.72394,0.978274,0
2.73394,0.979299,0
2.74394,0.980299,0
2.75394,0.981274,0
2.76394,0.982225,0
2.77394,0.983151,0
2.78394,0.984053,0
2.79394,0.98493,0
2.80394,0.985782,0
2.81394,0.98661,0
2.7388,0.979788,0
2.7488,0.980776,0
2.7588,0.981739,0
2.7688,0.982678,0
2.7788,0.983593,0
2.7888,0.984482,0
2.7988,0.985347,0
2.8088,0.986188,0
2.8188,0.987004,0
2.8288,0.987795,0
2.75366,0.981248,0
2.76366,0.982199,0
2.77366,0.983126,0
2.78366,0.984028,0
2.79366,0.984906,0
2.80366,0.985759,0
2.81366,0.986588,0
2.82366,0.987392,0
2.83366,0.988171,0
2.84366,0.988925,0
2.76852,0.982653,0
2.77852,0.983568,0
2.78852,0.984458,0
2.79852,0.985324,0
2.80852,0.986165,0
2.81852,0.986982,0
2.82852,0.987774,0
2.83852,0.988541,0
2.84852,0.989283,0
2.85852,0.990001,0
2.78339,0.984004,0
2.79339,0.984882,0
2.80339,0.985736,0
2.81339,0.986565,0
2.82339,0.98737,0
2.83339,0.98815,0
2.84339,0.988905,0
2.85339,0.989635,0
2.86339,0.990341,0
2.87339,0.991022,0
2.79825,0.985301,0
2.80825,0.986142,0
2.81825,0.98696,0
2.82825,0.987752,0
2.83825,0.98852,0
2.84825,0.989263,0
2.85825,0.989981,0
2.86825,0.990675,0
2.87825,0.991344,0
2.88825,0.991988,0
2.81311,0.986543,0
2.82311,0.987348,0
2.83311,0.988129,0
2.84311,0.988884,0
2.85311,0.989615,0
2.86311,0.990322,0
2.87311,0.991003,0
2.88311,0.99166,0
2.89311,0.992292,0
2.90311,0.992899,0
2.82798,0.987731,0
2.83798,0.988499,0
2.84798,0.989243,0
2.85798,0.989962,0
2.86798,0.990656,0
2.87798,0.991326,0
2.88798,0.991971,0
2.89798,0.992591,0
2.90798,0.993186,0
2.91798,0.993756,0
2.84284,0.988864,0
2.85284,0.989596,0
2.86284,0.990303,0
2.87284,0.990985,0
2.88284,0.991643,0
2.89284,0.992275,0
2.90284,0.992883,0
2.91284,0.993466,0
2.92284,0.994024,0
2.93284,0.994558,0
2.8577,0.989943,0
2.8677,0.990638,0
2.8777,0.991308,0
2.8877,0.991953,0
2.8977,0.992574,0
2.9077,0.99317,0
2.9177,0.993741,0
2.9277,0.994287,0
2.9377,0.994808,0
2.9477,0.995305,0
2.87257,0.990967,0
2.88257,0.991625,0
2.89257,0.992258,0
2.90257,0.992867,0
2.91257,0.993451,0
2.92257,0.99401,0
2.93257,0.994544,0
2.94257,0.995053,0
2.95257,0.995537,0
2.96257,0.995996,0
2.88743,0.991936,0
2.89743,0.992558,0
2.90743,0.993154,0
2.91743,0.993726,0
2.92743,0.994272,0
2.93743,0.994794,0
2.94743,0.995291,0
2.95743,0.995764,0
2.96743,0.996211,0
2.97743,0.996633,0
2.9023,0.992851,0
2.9123,0.993435,0
2.9223,0.993995,0
2.9323,0.99453,0
2.9423,0.995039,0
2.9523,0.995524,0
2.9623,0.995984,0
2.9723,0.99642,0
2.9823,0.99683,0
2.9923,0.997215,0
2.91716,0.993711,0
2.92716,0.994258,0
2.93716,0.994781,0
2.94716,0.995278,0
2.95716,0.995751,0
2.96716,0.996199,0
2.97716,0.996622,0
2.98716,0.99702,0
2.99716,0.997394,0
3.00716,0.997742,0
2.93203,0.994515,0
2.94203,0.995026,0
2.95203,0.995512,0
2.96203,0.995972,0
2.97203,0.996408,0
2.98203,0.996819,0
2.99203,0.997205,0
3.00203,0.997566,0
3.01203,0.997902,0
3.02203,0.998214,0
2.94194,0.995022,0
2.95194,0.995507,0
2.96194,0.995968,0
2.97194,0.996404,0
2.98194,0.996816,0
2.99194,0.997202,0
3.00194,0.997563,0
3.01194,0.9979,0
3.02194,0.998211,0
3.03194,0.998497,0
2.95681,0.995735,0
2.96681,0.996184,0
2.97681,0.996608,0
2.98681,0.997007,0
2.99681,0.997381,0
3.00681,0.99773,0
3.01681,0.998054,0
3.02681,0.998354,0
3.03681,0.998628,0
3.04681,0.998877,0
2.97168,0.996393,0
2.98168,0.996805,0
2.99168,0.997192,0
3.00168,0.997554,0
3.01168,0.997891,0
3.02168,0.998203,0
3.03168,0.99849,0
3.04168,0.998752,0
3.05168,0.99899,0
3.06168,0.999202,0
2.98654,0.996996,0
2.99654,0.997371,0
3.00654,0.997721,0
3.01654,0.998046,0
3.02654,0.998346,0
3.03654,0.998621,0
3.04654,0.998871,0
3.05654,0.999096,0
3.06654,0.999296,0
3.07654,0.999471,0
3.00141,0.997545,0
3.01141,0.997882,0
3.02141,0.998195,0
3.03141,0.998483,0
3.04141,0.998746,0
3.05141,0.998984,0
3.06141,0.999196,0
3.07141,0.999384,0
3.08141,0.999547,0
3.09141,0.999685,0
3.01628,0.998038,0
3.02628,0.998338,0
3.03628,0.998614,0
3.04628,0.998865,0
3.05628,0.99909,0
3.06628,0.999291,0
3.07628,0.999467,0
3.08628,0.999618,0
3.09628,0.999743,0
3.10628,0.999844,0
3.03115,0.998476,0
3.04115,0.998739,0
3.05115,0.998978,0
3.06115,0.999191,0
3.07115,0.99938,0
3.08115,0.999543,0
3.09115,0.999682,0
3.10115,0.999796,0
3.11115,0.999884,0
3.12115,0.999948,0
3.04602,0.998858,0
3.05602,0.999085,0
3.06602,0.999286,0
3.07602,0.999462,0
3.08602,0.999614,0
3.09602,0.99974,0
3.10602,0.999842,0
3.11602,0.999918,0
3.12602,0.99997,0
3.13602,0.999996,0
3.06088,0.999186,0
3.07088,0.999375,0
3.08088,0.999539,0
3.09088,0.999679,0
3.10088,0.999793,0
3.11088,0.999882,0
3.12088,0.999946,0
3.13088,0.999986,0
3.14088,1,0
3.15088,0.999989,0
3.07575,0.999458,0
3.08575,0.99961,0
3.09575,0.999737,0
3.10575,0.999839,0
3.11575,0.999917,0
3.12575,0.999969,0
3.13575,0.999996,0
3.14575,0.999998,0
3.15575,0.999975,0
3.16575,0.999927,0
3.09062,0.999675,0
3.10062,0.99979,0
3.11062,0.99988,0
3.12062,0.999945,0
3.13062,0.999985,0
3.14062,1,0
3.15062,0.99999,0
3.16062,0.999955,0
3.17062,0.999895,0
3.18062,0.99981,0
3.10549,0.999837,0
3.11549,0.999915,0
3.12549,0.999968,0
3.13549,0.999995,0
3.14549,0.999998,0
3.15549,0.999976,0
3.16549,0.999929,0
3.17549,0.999856,0
3.18549,0.999759,0
3.19549,0.999637,0
3.12036,0.999944,0
3.13036,0.999984,0
3.14036,1,0
3.15036,0.99999,0
3.16036,0.999956,0
3.17036,0.999897,0
3.18036,0.999812,0
3.19036,0.999703,0
3.20036,0.999568,0
3.21036,0.999409,0
3.13523,0.999995,0
3.14523,0.999998,0
3.15523,0.999977,0
3.16523,0.99993,0
3.17523,0.999859,0
3.18523,0.999762,0
3.19523,0.99964,0
3.20523,0.999494,0
3.21523,0.999322,0
3.22523,0.999126,0
3.15011,0.999991,0
3.16011,0.999957,0
3.17011,0.999898,0
3.18011,0.999815,0
3.19011,0.999706,0
3.20011,0.999572,0
3.21011,0.999413,0
3.22011,0.99923,0
3.23011,0.999021,0
3.24011,0.998787,0
3.16498,0.999932,0
3.17498,0.999861,0
3.18498,0.999765,0
3.19498,0.999644,0
3.20498,0.999498,0
3.21498,0.999327,0
3.22498,0.999131,0
3.23498,0.99891,0
3.24498,0.998664,0
3.25498,0.998393,0
3.17489,0.999861,0
3.18489,0.999766,0
3.19489,0.999645,0
3.20489,0.999499,0
3.21489,0.999328,0
3.22489,0.999133,0
3.23489,0.998912,0
3.24489,0.998666,0
3.25489,0.998396,0
3.26489,0.9981,0
3.18976,0.99971,0
3.19976,0.999577,0
3.20976,0.999419,0
3.21976,0.999236,0
3.22976,0.999028,0
3.23976,0.998796,0
3.24976,0.998538,0
3.25976,0.998255,0
3.26976,0.997947,0
3.27976,0.997615,0
3.20463,0.999503,0
3.21463,0.999333,0
3.22463,0.999138,0
3.23463,0.998918,0
3.24463,0.998673,0
3.25463,0.998403,0
3.26463,0.998108,0
3.27463,0.997788,0
3.28463,0.997443,0
3.29463,0.997074,0
3.21951,0.999241,0
3.22951,0.999034,0
3.23951,0.998802,0
3.24951,0.998545,0
3.25951,0.998263,0
3.26951,0.997955,0
3.27951,0.997623,0
3.28951,0.997266,0
3.29951,0.996884,0
3.30951,0.996478,0
3.23438,0.998924,0
3.24438,0.99868,0
3.25438,0.99841,0
3.26438,0.998116,0
3.27438,0.997797,0
3.28438,0.997453,0
3.29438,0.997083,0
3.30438,0.996689,0
3.31438,0.99627,0
3.32438,0.995827,0
3.24925,0.998552,0
3.25925,0.99827,0
3.26925,0.997964,0
3.27925,0.997632,0
3.28925,0.997276,0
3.29925,0.996895,0
3.30925,0.996488,0
3.31925,0.996057,0
3.32925,0.995601,0
3.33925,0.99512,0
3.26413,0.998124,0
3.27413,0.997805,0
3.28413,0.997462,0
3.29413,0.997093,0
3.30413,0.9967,0
3.31413,0.996281,0
3.32413,0.995838,0
3.33413,0.99537,0
3.34413,0.994877,0
3.35413,0.994359,0
3.279,0.997641,0
3.289,0.997285,0
3.299,0.996904,0
3.309,0.996499,0
3.319,0.996068,0
3.329,0.995613,0
3.339,0.995133,0
3.349,0.994628,0
3.359,0.994098,0
3.369,0.993543,0
3.29388,0.997103,0
3.30388,0.99671,0
3.31388,0.996292,0
3.32388,0.99585,0
3.33388,0.995382,0
3.34388,0.99489,0
3.35388,0.994372,0
3.36388,0.99383,0
3.37388,0.993263,0
3.38388,0.992671,0
3.30875,0.996509,0
3.31875,0.996079,0
3.32875,0.995625,0
3.33875,0.995145,0
3.34875,0.994641,0
3.35875,0.994111,0
3.36875,0.993557,0
3.37875,0.992978,0
3.38875,0.992374,0
3.39875,0.991745,0
3.32363,0.995861,0
3.33363,0.995394,0
3.34363,0.994902,0
3.35363,0.994386,0
3.36363,0.993844,0
3.37363,0.993278,0
3.38363,0.992686,0
3.39363,0.99207,0
3.40363,0.99143,0
3.41363,0.990764,0
3.3385,0.995157,0
3.3485,0.994653,0
3.3585,0.994125,0
3.3685,0.993571,0
3.3785,0.992993,0
3.3885,0.992389,0
3.3985,0.991761,0
3.4085,0.991108,0
