desired_x,desired_y,desired_z
0.739161,0.361224,0
0.749161,0.365882,0
0.759161,0.370531,0
0.769161,0.37517,0
0.779161,0.3798,0
0.703936,0.344746,0
0.713936,0.349435,0
0.723936,0.354115,0
0.733936,0.358787,0
0.743936,0.363449,0
0.753936,0.368103,0
0.763936,0.372747,0
0.773936,0.377382,0
0.783936,0.382008,0
0.793936,0.386624,0
0.718723,0.351677,0
0.728723,0.356353,0
0.738723,0.36102,0
0.748723,0.365678,0
0.758723,0.370327,0
0.768723,0.374967,0
0.778723,0.379598,0
0.788723,0.384219,0
0.798723,0.38883,0
0.808723,0.393432,0
0.733537,0.358601,0
0.743537,0.363264,0
0.753537,0.367917,0
0.763537,0.372562,0
0.773537,0.377197,0
0.783537,0.381823,0
0.793537,0.38644,0
0.803537,0.391046,0
0.813537,0.395643,0
0.823537,0.40023,0
0.748378,0.365518,0
0.758378,0.370167,0
0.768378,0.374807,0
0.778378,0.379438,0
0.788378,0.38406,0
0.798378,0.388671,0
0.808378,0.393273,0
0.818378,0.397865,0
0.828378,0.402448,0
0.838378,0.40702,0
0.763242,0.372425,0
0.773242,0.377061,0
0.783242,0.381687,0
0.793242,0.386304,0
0.803242,0.390911,0
0.813242,0.395508,0
0.823242,0.400095,0
0.833242,0.404673,0
0.843242,0.40924,0
0.853242,0.413797,0
0.77812,0.379319,0
0.78812,0.383941,0
0.79812,0.388552,0
0.80812,0.393155,0
0.81812,0.397747,0
0.82812,0.40233,0
0.83812,0.406902,0
0.84812,0.411464,0
0.85812,0.416016,0
0.86812,0.420558,0
0.793005,0.386195,0
0.803005,0.390802,0
0.813005,0.395399,0
0.823005,0.399987,0
0.833005,0.404564,0
0.843005,0.409132,0
0.853005,0.413689,0
0.863005,0.418236,0
0.873005,0.422772,0
0.883005,0.427298,0
0.807889,0.393048,0
0.817889,0.397641,0
0.827889,0.402224,0
0.837889,0.406796,0
0.847889,0.411359,0
0.857889,0.415911,0
0.867889,0.420453,0
0.877889,0.424984,0
0.887889,0.429505,0
0.897889,0.434015,0
0.822766,0.399877,0
0.832766,0.404455,0
0.842766,0.409023,0
0.852766,0.41358,0
0.862766,0.418127,0
0.872766,0.422664,0
0.882766,0.42719,0
0.892766,0.431706,0
0.902766,0.43621,0
0.912766,0.440704,0
0.832678,0.404415,0
0.842678,0.408983,0
0.852678,0.41354,0
0.862678,0.418087,0
0.872678,0.422624,0
0.882678,0.42715,0
0.892678,0.431666,0
0.902678,0.436171,0
0.912678,0.440665,0
0.922678,0.445147,0
0.847539,0.411199,0
0.857539,0.415752,0
0.867539,0.420294,0
0.877539,0.424826,0
0.887539,0.429347,0
0.897539,0.433857,0
0.907539,0.438357,0
0.917539,0.442845,0
0.927539,0.447323,0
0.937539,0.451789,0
0.862393,0.417958,0
0.872393,0.422495,0
0.882393,0.427022,0
0.892393,0.431537,0
0.902393,0.436043,0
0.912393,0.440537,0
0.922393,0.44502,0
0.932393,0.449492,0
0.942393,0.453953,0
0.952393,0.458402,0
0.877234,0.424688,0
0.887234,0.429209,0
0.897234,0.43372,0
0.907234,0.43822,0
0.917234,0.442708,0
0.927234,0.447186,0
0.937234,0.451653,0
0.947234,0.456108,0
0.957234,0.460552,0
0.967234,0.464984,0
0.892073,0.431393,0
0.902073,0.435899,0
0.912073,0.440393,0
0.922073,0.444877,0
0.932073,0.449349,0
0.942073,0.45381,0
0.952073,0.45826,0
0.962073,0.462698,0
0.972073,0.467125,0
0.982073,0.47154,0
0.906915,0.438076,0
0.916915,0.442565,0
0.926915,0.447044,0
0.936915,0.451511,0
0.946915,0.455966,0
0.956915,0.46041,0
0.966915,0.464843,0
0.976915,0.469264,0
0.986915,0.473674,0
0.996915,0.478071,0
0.921761,0.444737,0
0.931761,0.44921,0
0.941761,0.453671,0
0.951761,0.458121,0
0.961761,0.46256,0
0.971761,0.466987,0
0.981761,0.471403,0
0.991761,0.475806,0
1.00176,0.480198,0
1.01176,0.484578,0
0.936612,0.451375,0
0.946612,0.455831,0
0.956612,0.460276,0
0.966612,0.464709,0
0.976612,0.46913,0
0.986612,0.47354,0
0.996612,0.477938,0
1.00661,0.482324,0
1.01661,0.486698,0
1.02661,0.49106,0
0.951467,0.457991,0
0.961467,0.46243,0
0.971467,0.466857,0
0.981467,0.471273,0
0.991467,0.475677,0
1.00147,0.480069,0
1.01147,0.484449,0
1.02147,0.488817,0
1.03147,0.493173,0
1.04147,0.497517,0
0.966325,0.464582,0
0.976325,0.469004,0
0.986325,0.473414,0
0.996325,0.477812,0
1.00633,0.482199,0
1.01633,0.486573,0
1.02633,0.490935,0
1.03633,0.495285,0
1.04633,0.499622,0
1.05633,0.503947,0
0.981185,0.471149,0
0.991185,0.475553,0
1.00118,0.479945,0
1.01118,0.484326,0
1.02118,0.488694,0
1.03118,0.49305,0
1.04118,0.497394,0
1.05118,0.501726,0
1.06118,0.506044,0
1.07118,0.510351,0
0.996044,0.477689,0
1.00604,0.482076,0
1.01604,0.48645,0
1.02604,0.490813,0
1.03604,0.495163,0
1.04604,0.499501,0
1.05604,0.503826,0
1.06604,0.508139,0
1.07604,0.512439,0
1.08604,0.516726,0
1.0109,0.484202,0
1.0209,0.488571,0
1.0309,0.492927,0
1.0409,0.497272,0
1.0509,0.501603,0
1.0609,0.505922,0
1.0709,0.510229,0
1.0809,0.514523,0
1.0909,0.518804,0
1.1009,0.523072,0
1.02576,0.490688,0
1.03576,0.495038,0
1.04576,0.499376,0
1.05576,0.503702,0
1.06576,0.508015,0
1.07576,0.512315,0
1.08576,0.516603,0
1.09576,0.520878,0
1.10576,0.525139,0
1.11576,0.529388,0
1.04061,0.497145,0
1.05061,0.501477,0
1.06061,0.505797,0
1.07061,0.510104,0
1.08061,0.514398,0
1.09061,0.518679,0
1.10061,0.522947,0
1.11061,0.527203,0
1.12061,0.531445,0
1.13061,0.535674,0
1.05546,0.503574,0
1.06546,0.507888,0
1.07546,0.512188,0
1.08546,0.516476,0
1.09546,0.520751,0
1.10546,0.525013,0
1.11546,0.529262,0
1.12546,0.533498,0
1.13546,0.53772,0
1.14546,0.541929,0
1.06536,0.507845,0
1.07536,0.512146,0
1.08536,0.516434,0
1.09536,0.520709,0
1.10536,0.524971,0
1.11536,0.52922,0
1.12536,0.533456,0
1.13536,0.537678,0
1.14536,0.541887,0
1.15536,0.546083,0
1.08021,0.514227,0
1.09021,0.518509,0
1.10021,0.522778,0
1.11021,0.527034,0
1.12021,0.531277,0
1.13021,0.535506,0
1.14021,0.539722,0
1.15021,0.543924,0
1.16021,0.548113,0
1.17021,0.552288,0
1.09507,0.520583,0
1.10507,0.524846,0
1.11507,0.529095,0
1.12507,0.533331,0
1.13507,0.537554,0
1.14507,0.541763,0
1.15507,0.545959,0
1.16507,0.550141,0
1.17507,0.55431,0
1.18507,0.558465,0
1.10992,0.52691,0
1.11992,0.531153,0
1.12992,0.535383,0
1.13992,0.539599,0
1.14992,0.543802,0
1.15992,0.547991,0
1.16992,0.552167,0
1.17992,0.556328,0
1.18992,0.560476,0
1.19992,0.56461,0
1.12477,0.533207,0
1.13477,0.53743,0
1.14477,0.54164,0
1.15477,0.545836,0
1.16477,0.550019,0
1.17477,0.554188,0
1.18477,0.558343,0
1.19477,0.562484,0
1.20477,0.566611,0
1.21477,0.570723,0
1.13963,0.539474,0
1.14963,0.543678,0
1.15963,0.547867,0
1.16963,0.552043,0
1.17963,0.556205,0
1.18963,0.560354,0
1.19963,0.564488,0
1.20963,0.568608,0
1.21963,0.572714,0
1.22963,0.576806,0
1.15448,0.545712,0
1.16448,0.549895,0
1.17448,0.554065,0
1.18448,0.55822,0
1.19448,0.562362,0
1.20448,0.566489,0
1.21448,0.570602,0
1.22448,0.574701,0
1.23448,0.578786,0
1.24448,0.582856,0
1.16933,0.55192,0
1.17933,0.556083,0
1.18933,0.560232,0
1.19933,0.564366,0
1.20933,0.568487,0
1.21933,0.572593,0
1.22933,0.576685,0
1.23933,0.580763,0
1.24933,0.584826,0
1.25933,0.588874,0
1.18418,0.558098,0
1.19418,0.56224,0
1.20418,0.566368,0
1.21418,0.570481,0
1.22418,0.574581,0
1.23418,0.578666,0
1.24418,0.582736,0
1.25418,0.586792,0
1.26418,0.590834,0
1.27418,0.59486,0
1.19904,0.564245,0
1.20904,0.568366,0
1.21904,0.572472,0
1.22904,0.576565,0
1.23904,0.580643,0
1.24904,0.584706,0
1.25904,0.588755,0
1.26904,0.592789,0
1.27904,0.596809,0
1.28904,0.600813,0
1.21389,0.57036,0
1.22389,0.57446,0
1.23389,0.578545,0
1.24389,0.582616,0
1.25389,0.586673,0
1.26389,0.590714,0
1.27389,0.594741,0
1.28389,0.598753,0
1.29389,0.602751,0
1.30389,0.606733,0
1.22874,0.576443,0
1.23874,0.580522,0
1.24874,0.584586,0
1.25874,0.588635,0
1.26874,0.59267,0
1.27874,0.59669,0
1.28874,0.600695,0
1.29874,0.604684,0
1.30874,0.608659,0
1.31874,0.612619,0
1.24359,0.582495,0
1.25359,0.586552,0
1.26359,0.590594,0
1.27359,0.594622,0
1.28359,0.598634,0
1.29359,0.602632,0
1.30359,0.606614,0
1.31359,0.610582,0
1.32359,0.614534,0
1.33359,0.618471,0
1.25844,0.588515,0
1.26844,0.59255,0
1.27844,0.59657,0
1.28844,0.600575,0
1.29844,0.604565,0
1.30844,0.608541,0
1.31844,0.612501,0
1.32844,0.616445,0
1.33844,0.620375,0
1.34844,0.624288,0
1.27329,0.594501,0
1.28329,0.598515,0
1.29329,0.602513,0
1.30329,0.606496,0
1.31329,0.610463,0
1.32329,0.614416,0
1.33329,0.618353,0
1.34329,0.622275,0
1.35329,0.626181,0
1.36329,0.630072,0
1.28814,0.600456,0
1.29814,0.604446,0
1.30814,0.608422,0
1.31814,0.612383,0
1.32814,0.616328,0
1.33814,0.620257,0
1.34814,0.624172,0
1.35814,0.62807,0
1.36814,0.631953,0
1.37814,0.63582,0
1.29804,0.604407,0
1.30804,0.608383,0
1.31804,0.612343,0
1.32804,0.616288,0
1.33804,0.620218,0
1.34804,0.624133,0
1.35804,0.628031,0
1.36804,0.631914,0
1.37804,0.635782,0
1.38804,0.639633,0
1.31289,0.610306,0
1.32289,0.614259,0
1.33289,0.618197,0
1.34289,0.622119,0
1.35289,0.626026,0
1.36289,0.629917,0
1.37289,0.633793,0
1.38289,0.637652,0
1.39289,0.641496,0
1.40289,0.645324,0
1.32775,0.616173,0
1.33775,0.620103,0
1.34775,0.624018,0
1.35775,0.627917,0
1.36775,0.631801,0
1.37775,0.635668,0
1.38775,0.63952,0
1.39775,0.643356,0
1.40775,0.647176,0
1.41775,0.650979,0
1.3426,0.622005,0
1.3526,0.625913,0
1.3626,0.629804,0
1.3726,0.63368,0
1.3826,0.63754,0
1.3926,0.641384,0
1.4026,0.645212,0
1.4126,0.649024,0
1.4226,0.65282,0
1.4326,0.656599,0
1.35745,0.627802,0
1.36745,0.631686,0
1.37745,0.635554,0
1.38745,0.639407,0
1.39745,0.643243,0
1.40745,0.647063,0
1.41745,0.650867,0
1.42745,0.654655,0
1.43745,0.658427,0
1.44745,0.662182,0
1.3723,0.633565,0
1.3823,0.637425,0
1.3923,0.64127,0
1.4023,0.645098,0
1.4123,0.648911,0
1.4223,0.652707,0
1.4323,0.656487,0
1.4423,0.66025,0
1.4523,0.663997,0
1.4623,0.667727,0
1.38715,0.639292,0
1.39715,0.643129,0
1.40715,0.646949,0
1.41715,0.650754,0
1.42715,0.654542,0
1.43715,0.658314,0
1.44715,0.66207,0
1.45715,0.665809,0
1.46715,0.669531,0
1.47715,0.673236,0
1.402,0.644984,0
1.412,0.648797,0
1.422,0.652593,0
1.432,0.656374,0
1.442,0.660138,0
1.452,0.663885,0
1.462,0.667616,0
1.472,0.67133,0
1.482,0.675028,0
1.492,0.678708,0
1.41685,0.65064,0
1.42685,0.654429,0
1.43685,0.658201,0
1.44685,0.661957,0
1.45685,0.665697,0
1.46685,0.669419,0
1.47685,0.673126,0
1.48685,0.676815,0
1.49685,0.680487,0
1.50685,0.684142,0
1.4317,0.656261,0
1.4417,0.660025,0
1.4517,0.663773,0
1.4617,0.667504,0
1.4717,0.671219,0
1.4817,0.674917,0
1.4917,0.678598,0
1.5017,0.682262,0
1.5117,0.685909,0
1.5217,0.689539,0
1.44655,0.661845,0
1.45655,0.665585,0
1.46655,0.669308,0
1.47655,0.673015,0
1.48655,0.676704,0
1.49655,0.680377,0
1.50655,0.684033,0
1.51655,0.687672,0
1.52655,0.691293,0
1.53655,0.694897,0
1.4614,0.667393,0
1.4714,0.671108,0
1.4814,0.674806,0
1.4914,0.678488,0
1.5014,0.682152,0
1.5114,0.6858,0
1.5214,0.68943,0
1.5314,0.693043,0
1.5414,0.696639,0
1.5514,0.700217,0
1.47625,0.672903,0
1.48625,0.676594,0
1.49625,0.680267,0
1.50625,0.683923,0
1.51625,0.687562,0
1.52625,0.691184,0
1.53625,0.694789,0
1.54625,0.698377,0
1.55625,0.701947,0
1.56625,0.705499,0
1.4911,0.678377,0
1.5011,0.682042,0
1.5111,0.68569,0
1.5211,0.689321,0
1.5311,0.692935,0
1.5411,0.696531,0
1.5511,0.70011,0
1.5611,0.703671,0
1.5711,0.707215,0
1.5811,0.710741,0
1.50595,0.683814,0
1.51595,0.687453,0
1.52595,0.691076,0
1.53595,0.694681,0
1.54595,0.698269,0
1.55595,0.701839,0
1.56595,0.705392,0
1.57595,0.708928,0
1.58595,0.712445,0
1.59595,0.715945,0
1.5208,0.689212,0
1.5308,0.692826,0
1.5408,0.696423,0
1.5508,0.700003,0
1.5608,0.703565,0
1.5708,0.707109,0
1.5808,0.710636,0
1.5908,0.714145,0
1.6008,0.717636,0
1.6108,0.721109,0
1.5307,0.69279,0
1.5407,0.696387,0
1.5507,0.699967,0
1.5607,0.703529,0
1.5707,0.707074,0
1.5807,0.7106,0
1.5907,0.71411,0
1.6007,0.717601,0
1.6107,0.721074,0
1.6207,0.724529,0
1.54555,0.698126,0
1.55555,0.701697,0
1.56555,0.705251,0
1.57555,0.708787,0
1.58555,0.712305,0
1.59555,0.715805,0
1.60555,0.719288,0
1.61555,0.722752,0
1.62555,0.726199,0
1.63555,0.729627,0
1.56041,0.703424,0
1.57041,0.706969,0
1.58041,0.710497,0
1.59041,0.714006,0
1.60041,0.717498,0
1.61041,0.720972,0
1.62041,0.724428,0
1.63041,0.727865,0
1.64041,0.731285,0
1.65041,0.734686,0
1.57526,0.708683,0
1.58526,0.712202,0
1.59526,0.715703,0
1.60526,0.719186,0
1.61526,0.722651,0
1.62526,0.726098,0
1.63526,0.729527,0
1.64526,0.732938,0
1.65526,0.73633,0
1.66526,0.739704,0
1.59011,0.713902,0
1.60011,0.717394,0
1.61011,0.720869,0
1.62011,0.724325,0
1.63011,0.727763,0
1.64011,0.731183,0
1.65011,0.734585,0
1.66011,0.737969,0
1.67011,0.741333,0
1.68011,0.74468,0
1.60496,0.719082,0
1.61496,0.722547,0
1.62496,0.725995,0
1.63496,0.729424,0
1.64496,0.732835,0
1.65496,0.736228,0
1.66496,0.739603,0
1.67496,0.742959,0
1.68496,0.746296,0
1.69496,0.749615,0
1.61981,0.724221,0
1.62981,0.72766,0
1.63981,0.731081,0
1.64981,0.734483,0
1.65981,0.737867,0
1.66981,0.741232,0
1.67981,0.744579,0
1.68981,0.747908,0
1.69981,0.751217,0
1.70981,0.754508,0
1.63466,0.729321,0
1.64466,0.732733,0
1.65466,0.736126,0
1.66466,0.739501,0
1.67466,0.742858,0
1.68466,0.746196,0
1.69466,0.749515,0
1.70466,0.752816,0
1.71466,0.756097,0
1.72466,0.75936,0
1.64951,0.734381,0
