error
0.0970447
0.0935101
0.0919274
0.0982981
0.0960449
0.0852713
0.0951528
0.0875188
0.0989925
0.0912181
0.0936915
0.080136
0.0840746
0.0760785
0.0844824
0.0781092
0.0938968
0.0913888
0.0715229
0.0911034
0.069736
0.0815208
0.080678
0.074964
0.0888522
0.0678387
0.0882419
0.0980773
0.0875038
0.0898965
0.0877274
0.0806691
0.0972839
0.0767135
0.0982611
0.0937899
0.0993788
0.0980566
0.0762196
0.0675455
0.0541736
0.0686922
0.0921325
0.0597092
0.0603142
0.0740307
0.0847873
0.0771394
0.0869404
0.0798228
0.0914851
0.0539899
0.0547205
0.0753754
0.0984079
0.0553425
0.0850521
0.0654475
0.08312
0.0677298
0.0545391
0.0766729
0.0640066
0.0511656
0.0714373
0.0541237
0.085834
0.0963255
0.0695358
0.0731401
0.0957497
0.0576787
0.0498412
0.0555025
0.0580615
0.092017
0.09004
0.0698228
0.0661724
0.0628886
0.094734
0.0944616
0.0797036
0.0908664
0.0996133
0.0950826
0.0603823
0.0804689
0.0871512
0.0631002
0.0928707
0.0568938
0.0905144
0.0740304
0.0916904
0.0747866
0.0905707
0.0763363
0.0536073
0.0617747
