error
0.538408
0.536801
0.528374
0.513784
0.496783
0.477413
0.455407
0.433339
0.412643
0.392204
0.372574
0.353612
0.335353
0.317812
0.300965
0.28471
0.268943
0.25391
0.239546
0.225841
0.21277
0.200309
0.188429
0.177109
0.166336
0.156204
0.14646
0.137184
0.12835
0.119937
0.111924
0.104292
0.0970222
0.626315
0.618779
0.609512
0.595439
0.574974
0.551438
0.526054
0.501233
0.476859
0.452451
0.427358
0.402148
0.377973
0.354969
0.333206
0.312574
0.292815
0.274248
0.256605
0.239796
0.223697
0.208438
0.193859
0.180086
0.16699
0.154522
0.142648
0.131338
0.120525
0.110278
0.100546
0.0912722
0.61861
0.60883
0.59311
0.572319
0.548216
0.519003
0.487385
0.456479
0.427472
0.399815
0.37333
0.348511
0.324835
0.302195
0.280482
0.260383
0.24141
0.223416
0.206308
0.19001
0.174527
0.159757
0.145783
0.132498
0.119861
0.107834
0.0963863
0.619591
0.608448
0.594639
0.575126
0.550698
0.523301
0.492225
0.459688
0.428951
0.399896
0.372287
0.345772
0.31893
0.293337
0.270744
0.249274
0.229108
0.209955
0.191738
0.174394
0.157864
0.142194
0.127311
0.113173
0.0997277
0.618349
0.604605
0.588202
0.567821
0.540757
0.511001
0.477293
0.444269
0.41268
0.382861
0.354505
0.327272
0.301599
0.277245
0.254066
0.231953
0.210925
0.191006
0.172075
0.154061
0.136908
0.120475
0.105057
0.090369
0.604657
0.589319
0.568192
0.544726
0.515334
0.480635
0.446175
0.413143
0.381447
0.351529
0.323201
0.296234
0.270244
0.24587
0.222737
0.200723
0.179735
0.159767
0.140867
0.122912
0.105839
0.0895954
0.598865
0.583777
0.565164
0.539775
0.511103
0.477904
0.44191
0.407544
0.374912
0.343835
0.314129
0.286077
0.259391
0.23398
0.209825
0.186906
0.165108
0.14437
0.124617
0.105982
0.0883355
0.592525
0.57453
0.551759
0.526427
0.494744
0.460439
0.424676
0.389421
0.356019
0.324488
0.292619
0.261306
0.233186
0.207655
0.18325
0.160302
0.138456
0.116333
0.0961187
0.59458
0.575431
0.551797
0.523173
0.490261
0.453383
0.416035
0.380311
0.346564
0.313778
0.282492
0.252731
0.224531
0.197574
0.171952
0.147741
0.124733
0.1028
0.0820038
0.575624
0.555475
0.529439
0.499789
0.465303
0.427526
0.389624
0.353447
0.319061
0.286502
0.255537
0.226153
0.198065
0.1712
0.145934
0.12196
0.0990948
0.587221
0.56551
0.54007
0.509484
0.47462
0.437932
0.398692
0.360593
0.325044
0.290957
0.258912
0.226672
0.196604
0.169217
0.143534
0.119127
0.0958128
0.580186
0.557424
0.528304
0.494103
0.456657
0.415951
0.376169
0.338318
0.30207
0.267609
0.235167
0.204116
0.174437
0.146641
0.120176
0.0948827
0.574539
0.550314
0.519435
0.485029
0.445473
0.403485
0.363804
0.326104
0.29
0.255985
0.223648
0.192726
0.163542
0.135845
0.109476
0.0842632
0.562437
0.537704
0.507436
0.47428
0.435988
0.39602
0.355691
0.316695
0.280028
0.244068
0.209843
0.178822
0.148469
0.119447
0.0921162
0.566681
0.541208
0.511565
0.476744
0.437956
0.396389
0.353724
0.313302
0.275205
0.23905
0.204721
0.172101
0.14113
0.111789
0.0838282
0.556519
0.530082
0.497434
0.460192
0.418722
0.375195
0.333817
0.294527
0.257057
0.221582
0.187759
0.15554
0.125089
0.0961605
0.568652
0.541518
0.509133
0.471684
0.431013
0.386846
0.343898
0.303012
0.263922
0.225633
0.189813
0.155808
0.124197
0.0940348
0.566321
0.537852
0.502986
0.46415
0.42086
0.375848
0.332933
0.291696
0.252469
0.215431
0.179748
0.146022
0.114294
0.083914
0.55771
0.528631
0.493212
0.454463
0.409646
0.363681
0.320153
0.278168
0.238993
0.201854
0.166268
0.132867
0.101121
0.0705385
0.54741
0.517822
0.483151
0.4452
0.401559
0.35728
0.312316
0.269014
0.229552
0.191624
0.155724
0.121841
0.089297
0.566483
0.535433
0.498773
0.458541
0.412486
0.365617
0.320281
0.277116
0.236305
0.197195
0.16032
0.125305
0.091801
0.572014
0.539745
0.502874
0.462135
0.416921
0.370939
0.324486
0.280466
0.238764
0.199142
0.161556
0.125537
0.0913553
0.574341
0.541975
0.505298
0.463833
0.418499
0.371119
0.324603
0.280012
0.237584
0.196922
0.158261
0.121854
0.0868934
0.573017
0.53958
0.501379
0.45914
0.411909
0.362577
0.313967
0.268356
0.22483
0.183939
0.145202
0.108244
0.0733886
0.563501
0.530387
0.492477
0.44998
0.402831
0.353745
0.305748
0.260051
0.216701
0.175357
0.135903
0.0988045
0.590408
0.555234
0.515444
0.471081
0.422183
0.372074
0.322775
0.274844
0.229752
0.18689
0.146262
0.107783
0.071064
0.566534
0.531895
0.493817
0.451106
0.405581
0.357619
0.309397
0.262146
0.217219
0.174188
0.133499
0.0949533
0.590893
0.553902
0.511301
0.464962
0.414912
0.364888
0.314838
0.26587
0.219319
0.175314
0.133655
0.0939421
0.591596
0.553931
0.512219
0.465665
0.415922
0.365898
0.315877
0.266814
0.21955
0.17469
0.131779
0.091357
0.590245
0.552016
0.509307
0.461976
0.412611
0.362791
0.312914
0.263561
0.215282
0.169536
0.126047
0.0849589
0.584068
0.545387
0.50174
0.454536
0.405442
0.355669
0.305819
0.256251
0.208074
0.161996
0.118497
0.0767771
0.576052
0.536586
0.4935
0.445497
0.395384
0.345274
0.295223
0.245373
0.196737
0.150722
0.10661
0.0650468
0.563766
0.524604
0.481182
0.434021
0.385914
0.336408
0.286765
0.236989
0.188426
0.141998
0.0979894
0.59307
0.552231
0.50713
0.457247
0.407131
0.357056
0.30701
0.257002
0.207394
0.158781
0.113048
0.0696995
0.563351
0.522235
0.476881
0.428166
0.378157
0.328131
0.278122
0.228123
0.178818
0.131408
0.0863402
0.576047
0.533374
0.486983
0.437527
0.387527
0.337507
0.287517
0.237511
0.187603
0.139024
0.0925555
0.578273
0.534268
0.487361
0.437634
0.387761
0.337824
0.287902
0.237927
0.187961
0.13916
0.0915208
0.573249
0.52915
0.482457
0.432563
0.382649
0.332695
0.282752
0.232766
0.18281
0.133793
0.0860106
0.563633
0.51944
0.471439
0.421488
0.37152
0.321548
0.271565
0.221588
0.171603
0.122318
0.0747021
0.548092
0.50333
0.454057
0.40412
0.354124
0.304151
0.25415
0.204176
0.154177
0.104801
0.0574912
0.527103
0.481961
0.432726
0.382853
0.332952
0.28302
0.23307
0.183099
0.133133
0.0838322
0.548051
0.501612
0.452114
0.402136
0.352128
0.302142
0.252138
0.202158
0.152159
0.102311
0.0537883
0.515427
0.469395
0.419835
0.369949
0.320041
0.270103
0.220156
0.170181
0.120217
0.0706514
0.527929
0.480705
0.43106
0.381082
0.331096
0.281108
0.231116
0.181132
0.131139
0.081188
0.535054
0.487165
0.437352
0.387481
0.337574
0.287634
0.237669
0.187708
0.13772
0.0877527
0.539199
0.490496
0.440671
0.390791
0.340847
0.29092
0.240938
0.190983
0.140989
0.0910266
0.541658
0.492233
0.442356
0.392459
0.342509
0.292554
0.242582
0.1926
0.142627
0.092634
0.542748
0.492791
0.44292
0.392988
0.343047
0.293087
0.243108
0.193129
0.143143
0.0931511
0.543578
0.493398
0.443525
0.393593
0.34366
0.293679
0.243717
0.19372
0.143751
0.0937509
0.545983
0.495551
0.445702
0.39578
0.345868
0.295898
0.245924
0.195937
0.145958
0.0959667
0.549719
0.498964
0.449057
0.399121
0.349153
0.299187
0.249193
0.199221
0.149218
0.0992464
0.555127
0.503614
0.453708
0.403823
0.353861
0.303918
0.253927
0.203961
0.153961
0.10399
0.0539892
0.514167
0.463721
0.413824
0.363887
0.313937
0.263964
0.213996
0.164009
0.114031
0.064042
0.52743
0.476549
0.426644
0.376731
0.326766
0.276815
0.226824
0.176861
0.126862
0.0768947
0.543468
0.491685
0.44179
0.391927
0.341978
0.292054
0.242069
0.19211
0.142114
0.0921431
0.562265
0.508897
0.458723
0.408878
0.358969
0.30905
0.259086
0.209122
0.159141
0.109159
0.059181
0.533769
0.482319
0.432342
0.382369
0.332371
0.282395
0.232394
0.182417
0.132416
0.0824385
0.560299
0.507946
0.458103
0.408278
0.35836
0.308456
0.258484
0.208525
0.158537
0.108563
0.0585721
0.539673
0.486982
0.436523
0.386429
0.336361
0.2863
0.236278
0.186249
0.136252
0.0862352
0.569937
0.516621
0.466101
0.416103
0.366106
0.316094
0.266099
0.216101
0.166104
0.116116
0.0661158
0.551317
0.49701
